	contribution	tag	corpus	id_elf	count
86	3-10858	Taxer la finance	1. rétablir l'ISF ou au moins défiscaliser seulement si l'argent est investi dans l'économie 2. Taxer les transactions financières (un niveau de taxation faible permettrait déjà de récupérer beaucoup d'argent de manière récurrente) 3. Augmenter significativement le nombre de tranches de l'impôt sur le revenu et agrandir l'assiette de cet impôt à tous les revenus bien-sûr en taxant les faibles revenus (ceux qui ne paient pas aujourd'hui) de moins d'un euro par mois). 4. Baisser encore la TVA sur les produits de première nécessité, l'augmenter substantiellement (pour compenser) sur les produits de luxe  5. Taxer le kérosène des avions (cela ajoutera quelques euros peut-être ... ou pas ... sur les billets d'avions ce qui n'empêchera pas les utilisateurs de ce moyen de transport de continuer à le prendre) et le fuel lourd des énormes bateaux qui polluent énormément plus que nos voitures !! 6. Lutter efficacement sur l'évasion fiscale en rendant par exemple l'optimisation fiscale aujourd'hui légale illégale (il suffit de changer les lois, c'est le travail des politiques non ?)	FI8	4
87	3-10858	Taxer le luxe, polluant, importé	1. rétablir l'ISF ou au moins défiscaliser seulement si l'argent est investi dans l'économie 2. Taxer les transactions financières (un niveau de taxation faible permettrait déjà de récupérer beaucoup d'argent de manière récurrente) 3. Augmenter significativement le nombre de tranches de l'impôt sur le revenu et agrandir l'assiette de cet impôt à tous les revenus bien-sûr en taxant les faibles revenus (ceux qui ne paient pas aujourd'hui) de moins d'un euro par mois). 4. Baisser encore la TVA sur les produits de première nécessité, l'augmenter substantiellement (pour compenser) sur les produits de luxe  5. Taxer le kérosène des avions (cela ajoutera quelques euros peut-être ... ou pas ... sur les billets d'avions ce qui n'empêchera pas les utilisateurs de ce moyen de transport de continuer à le prendre) et le fuel lourd des énormes bateaux qui polluent énormément plus que nos voitures !! 6. Lutter efficacement sur l'évasion fiscale en rendant par exemple l'optimisation fiscale aujourd'hui légale illégale (il suffit de changer les lois, c'est le travail des politiques non ?)	FI8	2
88	3-10876	Bilan régulier, fréquent	De la transparence et rendre des comptes mais pas au bout de disaines d'années	FI7	2
89	3-10876	Détail des dépenses, comptes	De la transparence et rendre des comptes mais pas au bout de disaines d'années	FI7	1
90	3-10876	Transparence	De la transparence et rendre des comptes mais pas au bout de disaines d'années	FI7	4
91	3-10885	Impôt symbolique pour tous	Tout le monde participe (même symboliquement) à l'IR mais avec une augmentation significative du nombre de tranches	FI8	3
92	3-10885	P + de tranches IR progressives	Tout le monde participe (même symboliquement) à l'IR mais avec une augmentation significative du nombre de tranches	FI8	3
93	3-10937	Rétablir ISF	Remettre ISF	FI8	3
94	3-10939	Bilan régulier, fréquent	Représenter de façon simple (camembert) la répartition de l'impôt sur les postes de dépenses de l'état, dès la déclaration d'impôt terminée.	FI7	2
95	3-10939	Détail des dépenses, comptes	Représenter de façon simple (camembert) la répartition de l'impôt sur les postes de dépenses de l'état, dès la déclaration d'impôt terminée.	FI7	1
96	3-10939	Pédagogie, visualisation	Représenter de façon simple (camembert) la répartition de l'impôt sur les postes de dépenses de l'état, dès la déclaration d'impôt terminée.	FI7	2
97	3-10939	Répartition dépenses, recettes	Représenter de façon simple (camembert) la répartition de l'impôt sur les postes de dépenses de l'état, dès la déclaration d'impôt terminée.	FI7	2
98	3-11013	Remise à plat, simplification	Calcul des retraites des députés, sénateurs, présidents de la république etc aux prorata temporis. Fin de tous leurs avantages à la fin des mandats.	FI7	1
99	3-11018	Impôt symbolique pour tous	Rendre l'imposition plus claire d'une part et plus légère d'autre part. Faire participer l'ensemble de la population peut aussi être une idée. Que 30% des ménages payent à eux-seuls 70% de l'IR pose certaines questions. Faire en sorte que l'imposition ne soit pas perçue comme confiscatoire, raison pour laquelle nombreux sont ceux qui ne déclarent pas tout en France (particuliers ou entreprises), malheureusement.	FI8	3
100	3-11018	Lutte évasion, fraude, optimisation	Rendre l'imposition plus claire d'une part et plus légère d'autre part. Faire participer l'ensemble de la population peut aussi être une idée. Que 30% des ménages payent à eux-seuls 70% de l'IR pose certaines questions. Faire en sorte que l'imposition ne soit pas perçue comme confiscatoire, raison pour laquelle nombreux sont ceux qui ne déclarent pas tout en France (particuliers ou entreprises), malheureusement.	FI8	1
101	3-11018	Simplifier	Rendre l'imposition plus claire d'une part et plus légère d'autre part. Faire participer l'ensemble de la population peut aussi être une idée. Que 30% des ménages payent à eux-seuls 70% de l'IR pose certaines questions. Faire en sorte que l'imposition ne soit pas perçue comme confiscatoire, raison pour laquelle nombreux sont ceux qui ne déclarent pas tout en France (particuliers ou entreprises), malheureusement.	FI8	1
102	3-11041	Transparence	Plus de transparence	FI7	3
103	3-11052	P + de tranches IR progressives	En finir avec les tranches d'imposition, à chaque montant de revenu, un montant d'impôt progressif. Il suffit de voir le fonctionnement dans les cantons suisses	FI8	1
104	3-11052	Taux IR égal pour tous	En finir avec les tranches d'imposition, à chaque montant de revenu, un montant d'impôt progressif. Il suffit de voir le fonctionnement dans les cantons suisses	FI8	1
105	3-11081	Transparence	Transparence totale	FI7	3
106	3-11112	Transparence	la transparence	FI7	3
107	3-11144	P + de tranches IR progressives	Revoir les taux des tranches d'impositions ainsi que le nombre de tranches afin que les revenus du travail soient moins pénalisés et imposer toutes les rentes et revenus financiers qui ne ruissellent pas sur les finances de l'Etat.	FI8	5
108	3-11144	Taxer la finance	Revoir les taux des tranches d'impositions ainsi que le nombre de tranches afin que les revenus du travail soient moins pénalisés et imposer toutes les rentes et revenus financiers qui ne ruissellent pas sur les finances de l'Etat.	FI8	3
109	3-11144	Taxer toutes les ressources	Revoir les taux des tranches d'impositions ainsi que le nombre de tranches afin que les revenus du travail soient moins pénalisés et imposer toutes les rentes et revenus financiers qui ne ruissellent pas sur les finances de l'Etat.	FI8	1
110	3-11145	Par affichage ou réunion en mairie	augmenter toutes les sources d'information ; télé réseaux sociaux presse affichage	FI7	3
111	3-11145	Par courrier, mail	augmenter toutes les sources d'information ; télé réseaux sociaux presse affichage	FI7	1
112	3-11145	Par médias	augmenter toutes les sources d'information ; télé réseaux sociaux presse affichage	FI7	4
113	3-11145	Par site Internet	augmenter toutes les sources d'information ; télé réseaux sociaux presse affichage	FI7	3
114	3-11163	Rétablir ISF	Retour de l'ISF. Il n'y aura de vrai débat que lorsque l'on sera revenu sur cette abrogation	FI8	3
115	3-11214	Impôt sur la nationalité	créer des nouvelles tranches; faire payer des impôts aux Français vivant à l'étranger; supprimer certaines niches fiscales je ne vois pas pourquoi un journaliste puisse déduire 7000 euros de ses impôts et pas moi	FI8	2
116	3-11214	Lutte évasion, fraude, optimisation	créer des nouvelles tranches; faire payer des impôts aux Français vivant à l'étranger; supprimer certaines niches fiscales je ne vois pas pourquoi un journaliste puisse déduire 7000 euros de ses impôts et pas moi	FI8	1
117	3-11214	P + de tranches IR progressives	créer des nouvelles tranches; faire payer des impôts aux Français vivant à l'étranger; supprimer certaines niches fiscales je ne vois pas pourquoi un journaliste puisse déduire 7000 euros de ses impôts et pas moi	FI8	2
118	3-11214	Revoir niches	créer des nouvelles tranches; faire payer des impôts aux Français vivant à l'étranger; supprimer certaines niches fiscales je ne vois pas pourquoi un journaliste puisse déduire 7000 euros de ses impôts et pas moi	FI8	3
119	3-11257	Baisser CSG	Suppression de tous les avantages des députés, sénateurs, présidents à vie (prime, repas, voiture, logement) Plafonner à 10 000 € (soit 7 fois le SMIC) les salaires de nos dirigeants, sénateurs, députés, Gouverneur de la Banque de France, Président de la Cour des Comptes, etc..  Salaires et retraites annexés sur le coût de l'inflation Baisse de la TVA pour les produits de première nécessité A contrario, augmentation de la TVA sur les produits de luxe Suppression de la CSG sur les retraites inférieures à 3000 € par personne (et 6000 € par foyer) Imposition sur le revenu dès le 1er euro gagné Création de nouvelles tranches d'imposition Suppression GAFA (ou au minima importante diminution) Suppression des paradis fiscaux en Europe Supprimer l'optimisation fiscale	FI8	3
120	3-11257	IR proportionnel aux revenus	Suppression de tous les avantages des députés, sénateurs, présidents à vie (prime, repas, voiture, logement) Plafonner à 10 000 € (soit 7 fois le SMIC) les salaires de nos dirigeants, sénateurs, députés, Gouverneur de la Banque de France, Président de la Cour des Comptes, etc..  Salaires et retraites annexés sur le coût de l'inflation Baisse de la TVA pour les produits de première nécessité A contrario, augmentation de la TVA sur les produits de luxe Suppression de la CSG sur les retraites inférieures à 3000 € par personne (et 6000 € par foyer) Imposition sur le revenu dès le 1er euro gagné Création de nouvelles tranches d'imposition Suppression GAFA (ou au minima importante diminution) Suppression des paradis fiscaux en Europe Supprimer l'optimisation fiscale	FI8	1
121	3-11257	Impôt symbolique pour tous	Suppression de tous les avantages des députés, sénateurs, présidents à vie (prime, repas, voiture, logement) Plafonner à 10 000 € (soit 7 fois le SMIC) les salaires de nos dirigeants, sénateurs, députés, Gouverneur de la Banque de France, Président de la Cour des Comptes, etc..  Salaires et retraites annexés sur le coût de l'inflation Baisse de la TVA pour les produits de première nécessité A contrario, augmentation de la TVA sur les produits de luxe Suppression de la CSG sur les retraites inférieures à 3000 € par personne (et 6000 € par foyer) Imposition sur le revenu dès le 1er euro gagné Création de nouvelles tranches d'imposition Suppression GAFA (ou au minima importante diminution) Suppression des paradis fiscaux en Europe Supprimer l'optimisation fiscale	FI8	4
122	3-11257	Lutte évasion, fraude, optimisation	Suppression de tous les avantages des députés, sénateurs, présidents à vie (prime, repas, voiture, logement) Plafonner à 10 000 € (soit 7 fois le SMIC) les salaires de nos dirigeants, sénateurs, députés, Gouverneur de la Banque de France, Président de la Cour des Comptes, etc..  Salaires et retraites annexés sur le coût de l'inflation Baisse de la TVA pour les produits de première nécessité A contrario, augmentation de la TVA sur les produits de luxe Suppression de la CSG sur les retraites inférieures à 3000 € par personne (et 6000 € par foyer) Imposition sur le revenu dès le 1er euro gagné Création de nouvelles tranches d'imposition Suppression GAFA (ou au minima importante diminution) Suppression des paradis fiscaux en Europe Supprimer l'optimisation fiscale	FI8	2
