	contribution	tag	corpus	question	count
70	1-11269	Aucun financement par l'Etat	Pas d'argent pour les religions : aux pratiquants de payer pour leur clergé.	127	3
71	1-11269	Séparation stricte Etat-religions	Pas d'argent pour les religions : aux pratiquants de payer pour leur clergé.	127	1
72	1-11285	Y Rien	NSP	127	1
73	1-11363	Y Rien	pas de réponse	127	1
74	1-11392	Application loi 1905	Pas de droit accordé en rapport à la religion. Si une loi et appliquée elle est la même pour tous	127	3
75	1-11392	Loi de la République avant celles de la religion	Pas de droit accordé en rapport à la religion. Si une loi et appliquée elle est la même pour tous	127	2
76	1-11392	Même traitement pour toutes les religions	Pas de droit accordé en rapport à la religion. Si une loi et appliquée elle est la même pour tous	127	2
77	1-11392	Séparation stricte Etat-religions	Pas de droit accordé en rapport à la religion. Si une loi et appliquée elle est la même pour tous	127	2
78	1-11431	Aucun financement par l'Etat	Exclure réellement de la vie citoyenne tout signe d'appartenance à une religion. Aucun argent public ne doit aider une communauté religieuse. Les hommes politiques doivent être absents de tout débat mettant la religion en jeu. L'école doit apprendre que la religion est une philosophie et non un acte citoyen.	127	7
79	1-11431	Aucun signe ostentatoire (croix, voile, kippa...)	Exclure réellement de la vie citoyenne tout signe d'appartenance à une religion. Aucun argent public ne doit aider une communauté religieuse. Les hommes politiques doivent être absents de tout débat mettant la religion en jeu. L'école doit apprendre que la religion est une philosophie et non un acte citoyen.	127	5
80	1-11431	Plus d'éducation	Exclure réellement de la vie citoyenne tout signe d'appartenance à une religion. Aucun argent public ne doit aider une communauté religieuse. Les hommes politiques doivent être absents de tout débat mettant la religion en jeu. L'école doit apprendre que la religion est une philosophie et non un acte citoyen.	127	7
81	1-11431	Redonner un aspect privé à la religion	Exclure réellement de la vie citoyenne tout signe d'appartenance à une religion. Aucun argent public ne doit aider une communauté religieuse. Les hommes politiques doivent être absents de tout débat mettant la religion en jeu. L'école doit apprendre que la religion est une philosophie et non un acte citoyen.	127	2
82	1-11431	Séparation stricte Etat-religions	Exclure réellement de la vie citoyenne tout signe d'appartenance à une religion. Aucun argent public ne doit aider une communauté religieuse. Les hommes politiques doivent être absents de tout débat mettant la religion en jeu. L'école doit apprendre que la religion est une philosophie et non un acte citoyen.	127	3
83	1-11490	Plus d'éducation	L'école doit recevoir la mission de faire étudier les principes démocratiques et de laïcité. Ce doit être un enseignement obligatoire chaque année, et un examen doit sanctionner les connaissances de chaque élève et de chaque étudiant.	127	3
84	1-11498	Application loi 1905	la loi actuelle est suffisante	127	2
85	1-11498	Y Rien	la loi actuelle est suffisante	127	2
86	1-11511	Y Rien	rien	127	3
87	1-11520	Y Rien	Rien	127	3
88	1-11587	Y Rien	Pas de réponse	127	1
89	1-11671	Y Rien	Rien	127	3
90	1-11710	Y Rien	Rien	127	3
91	1-11736	Plus d'éducation	la communication et la transparence	127	1
92	1-11736	Plus de dialogue	la communication et la transparence	127	5
93	1-11782	Y Rien	Je ne sais pas.	127	1
94	1-11794	Y Rien	rien	127	3
95	1-11822	Y Rien	Pas d'avis	127	1
96	1-11836	Y Rien	rien	127	3
97	1-11861	Y Rien	RAS	127	3
98	1-11920	Garantir la liberté de culte	La religion n as rien à voir chacun est libre de croire à son dieu sans provoque de conflit entre les autres	127	1
99	1-11920	Redonner un aspect privé à la religion	La religion n as rien à voir chacun est libre de croire à son dieu sans provoque de conflit entre les autres	127	3
100	1-11925	Y Rien	Rien	127	3
101	1-11939	Y Rien	pas de problème sur ce sujet, c'est un faux débat loin des considérations de terrain	127	4
102	1-11958	Y Rien	rien	127	3
103	1-12067	Application loi 1905	les religions doivent respecter les règles de la démocratie sans se mêler de politique	127	1
104	1-12067	Loi de la République avant celles de la religion	les religions doivent respecter les règles de la démocratie sans se mêler de politique	127	4
105	1-12067	Pas d'imposition des valeurs	les religions doivent respecter les règles de la démocratie sans se mêler de politique	127	1
106	1-12067	Redonner un aspect privé à la religion	les religions doivent respecter les règles de la démocratie sans se mêler de politique	127	1
107	1-12067	Séparation stricte Etat-religions	les religions doivent respecter les règles de la démocratie sans se mêler de politique	127	4
108	1-12075	Aucun financement par l'Etat	une laïcité totale, l'état se contente juste de s'assurer que les cultes ne nuisent pas à la république et aux citoyens et couper tous les ponts avec les religion (jours féries, subventions, écoles religieuses sous contrat...)	127	2
109	1-12075	Condamnation des atteintes à la laïcité	une laïcité totale, l'état se contente juste de s'assurer que les cultes ne nuisent pas à la république et aux citoyens et couper tous les ponts avec les religion (jours féries, subventions, écoles religieuses sous contrat...)	127	1
110	1-12075	Loi de la République avant celles de la religion	une laïcité totale, l'état se contente juste de s'assurer que les cultes ne nuisent pas à la république et aux citoyens et couper tous les ponts avec les religion (jours féries, subventions, écoles religieuses sous contrat...)	127	1
111	1-12075	Redonner un aspect privé à la religion	une laïcité totale, l'état se contente juste de s'assurer que les cultes ne nuisent pas à la république et aux citoyens et couper tous les ponts avec les religion (jours féries, subventions, écoles religieuses sous contrat...)	127	1
112	1-12075	Statut des écoles religieuses	une laïcité totale, l'état se contente juste de s'assurer que les cultes ne nuisent pas à la république et aux citoyens et couper tous les ponts avec les religion (jours féries, subventions, écoles religieuses sous contrat...)	127	6
113	1-12075	Séparation stricte Etat-religions	une laïcité totale, l'état se contente juste de s'assurer que les cultes ne nuisent pas à la république et aux citoyens et couper tous les ponts avec les religion (jours féries, subventions, écoles religieuses sous contrat...)	127	5
114	1-12140	Y Rien	rien	127	3
115	1-12149	Y Rien	nsp	127	1
116	1-1219	Y Rien	rien	127	3
117	1-12250	Y Rien	-	127	1
118	1-12279	Y Rien	Ras	127	3
119	1-12290	Application loi 1905	Protéger la Loi 1905	127	5
120	1-12290	Loi de la République avant celles de la religion	Protéger la Loi 1905	127	1
121	1-12290	Lutte contre extrémismes	Protéger la Loi 1905	127	1
122	1-12290	Préserver les coutumes françaises	Protéger la Loi 1905	127	1
123	1-12290	Stop prosélytisme	Protéger la Loi 1905	127	1
124	1-12290	Séparation stricte Etat-religions	Protéger la Loi 1905	127	1
125	1-12350	Application loi 1905	Faire respecter les lois et ne plus financer du tout les cultes	127	4
126	1-12350	Aucun financement par l'Etat	Faire respecter les lois et ne plus financer du tout les cultes	127	4
127	1-12350	Loi de la République avant celles de la religion	Faire respecter les lois et ne plus financer du tout les cultes	127	1
128	1-12398	Y Rien	Rien	127	3
129	1-12416	Y Rien	pas d'avis	127	1
130	1-12443	Y Rien	RAS	127	3
131	1-12455	Y Rien	rien	127	3
132	1-12465	Y Rien	rien	127	3
133	1-12490	Application loi 1905	application stricte de la loi de 1905	127	3
134	1-12495	Y Rien	Rien	127	3
135	1-12527	Y Rien	Rien	127	3
136	1-12543	Y Rien	-	127	1
137	1-12654	Y Rien	NSP	127	1
138	1-12769	Encadrer formation imams	Mettre toutes les religions à la même enseigne, forcer l'islam de France à se structurer et à accepter la laïcité.	127	1
139	1-12769	Loi de la République avant celles de la religion	Mettre toutes les religions à la même enseigne, forcer l'islam de France à se structurer et à accepter la laïcité.	127	1
140	1-12769	Lutte contre extrémismes	Mettre toutes les religions à la même enseigne, forcer l'islam de France à se structurer et à accepter la laïcité.	127	1
141	1-12769	Même traitement pour toutes les religions	Mettre toutes les religions à la même enseigne, forcer l'islam de France à se structurer et à accepter la laïcité.	127	6
142	1-12826	Y Rien	Rien	127	3
143	1-12935	Application loi 1905	L a France a une chance inouïe d'avoir sur ce plan une pratique et une doctrine anciennes qui démarrent en 1905, laquelle permet une cohabitation de plusieurs religions sur son territoire. L'Etat doit être vigilant pour garder sa totale neutralité, interdire toute démonstration et provocation outrancières, combattre avec détermination et sans faiblesse tous ceux qui refusent les valeurs fondamentales de notre République: laïcité, respect de tout être humain, égalité homme/femme, respect de la démarche scientifique, liberté de pensée et d'opinion. La religion relève de la conviction personnelle et absolument pas de la sphère publique.	127	3
144	1-12935	Aucun signe ostentatoire (croix, voile, kippa...)	L a France a une chance inouïe d'avoir sur ce plan une pratique et une doctrine anciennes qui démarrent en 1905, laquelle permet une cohabitation de plusieurs religions sur son territoire. L'Etat doit être vigilant pour garder sa totale neutralité, interdire toute démonstration et provocation outrancières, combattre avec détermination et sans faiblesse tous ceux qui refusent les valeurs fondamentales de notre République: laïcité, respect de tout être humain, égalité homme/femme, respect de la démarche scientifique, liberté de pensée et d'opinion. La religion relève de la conviction personnelle et absolument pas de la sphère publique.	127	1
