contribution;tag;corpus;question;count
26 532;Accessibilité (plus d’horaires, plus de personnel, plus proche);"Une surveillance accrue de la gestions des colis et des livraisons de la Poste, les postiers ne font pu leurs travail correctement, ils égarent ou ouvrent des colis. La poste est fermée même en région parisienne, en plein milieu d'après-midi. Les postières peuvent avoir une attitude discriminatoire, refuser de vous donner un colis parce qu'elle n'aime pas votre tête, une croyance que tous leurs est permis et qu'ils peuvent faire ce qu'ils veulent avec nos lettres et nos colis sans subir aucune conséquence. Il serait nécessaire de noter et d'expliquer le comportement des postiers qui sont toujours payées par l'état et les citoyens où de complètement les privatiser pour obtenir un meilleur service et une plus grande amabilité. et d'éviter la disparition de colis... Un service public destinée aux citoyens pouvant leurs expliquer toutes les démarches possibles de faire dans notre pays; s'adresser à un députée par exemple, quand on veut s'opposer a sa mairie et sa municipalité qui conduit des actions illégales; savoir quelles sont les organismes a contacter lorsque l'on change d'adresse. ...J'ai constaté une amélioration nette dans la ville de Paris de son aide au développement écologique où a l'aide aux personnes.. Je suggère que le tri sélectif soit plus poussée et obligatoire dans toutes les villes de france (triées les différents types de plastique) = pots de yaourt, produit non recyclable. De rendre également obligatoire l'augmentation des espaces verts dans les villes, d'avoir un minimun de m2 par ville et par habitants. De rendre aussi les services publiques accessibles 24h/24h ou au moins jusqu'a 23h surtout pour la poste et les mairies..";OE10;1
26 532;Bureaux de Poste;"Une surveillance accrue de la gestions des colis et des livraisons de la Poste, les postiers ne font pu leurs travail correctement, ils égarent ou ouvrent des colis. La poste est fermée même en région parisienne, en plein milieu d'après-midi. Les postières peuvent avoir une attitude discriminatoire, refuser de vous donner un colis parce qu'elle n'aime pas votre tête, une croyance que tous leurs est permis et qu'ils peuvent faire ce qu'ils veulent avec nos lettres et nos colis sans subir aucune conséquence. Il serait nécessaire de noter et d'expliquer le comportement des postiers qui sont toujours payées par l'état et les citoyens où de complètement les privatiser pour obtenir un meilleur service et une plus grande amabilité. et d'éviter la disparition de colis... Un service public destinée aux citoyens pouvant leurs expliquer toutes les démarches possibles de faire dans notre pays; s'adresser à un députée par exemple, quand on veut s'opposer a sa mairie et sa municipalité qui conduit des actions illégales; savoir quelles sont les organismes a contacter lorsque l'on change d'adresse. ...J'ai constaté une amélioration nette dans la ville de Paris de son aide au développement écologique où a l'aide aux personnes.. Je suggère que le tri sélectif soit plus poussée et obligatoire dans toutes les villes de france (triées les différents types de plastique) = pots de yaourt, produit non recyclable. De rendre également obligatoire l'augmentation des espaces verts dans les villes, d'avoir un minimun de m2 par ville et par habitants. De rendre aussi les services publiques accessibles 24h/24h ou au moins jusqu'a 23h surtout pour la poste et les mairies..";OE10;1
29 001;plus de référendums;"Je pense qu'il faudrait déjà que les citoyens se sentent représentés par des gens de confiance. Que les candidats ayant eu des différends avec la justice ne puissent plus participer aux élections, et surtout que la justice applique réellement les peines, notamment en terme de fiscalité etc... Je pense également qu'il faudrait plus de référendums et de sondages comme celui-ci, car on se sent directement inclus dans la vie politique commune et cela renforce notre sentiment d'appartenance à un groupe et nous donne l'impression d'avoir notre mot à dire. Il faudrait aussi plus de diversité parmi les politiciens, pas forcément des énarques ayant tous reçus la même formation, mais des personne de tous horizons et avec plus d'expérience ""sur le terrain"" (des agriculteurs, des professeurs, des médecins des scientifiques….)";DC11;1
29 001;plus d’exemplarité des dirigeants politiques;"Je pense qu'il faudrait déjà que les citoyens se sentent représentés par des gens de confiance. Que les candidats ayant eu des différends avec la justice ne puissent plus participer aux élections, et surtout que la justice applique réellement les peines, notamment en terme de fiscalité etc... Je pense également qu'il faudrait plus de référendums et de sondages comme celui-ci, car on se sent directement inclus dans la vie politique commune et cela renforce notre sentiment d'appartenance à un groupe et nous donne l'impression d'avoir notre mot à dire. Il faudrait aussi plus de diversité parmi les politiciens, pas forcément des énarques ayant tous reçus la même formation, mais des personne de tous horizons et avec plus d'expérience ""sur le terrain"" (des agriculteurs, des professeurs, des médecins des scientifiques….)";DC11;1
39 093;prise en compte du vote blanc;Pour les élections, toute action d'incitation serait utile : primes, cadeaux, sanctions, prise en compte du vote blanc, dose de proportionnalité, ...&&Pour mieux associer les citoyens, il serait indispensable de constituer une assemblée de citoyens tirés au sort participant à la validation ou étant à l'origine de propositions de lois.;DC11;1
39 093;nouveau mode de scrutin (proportionnelle, etc.);Pour les élections, toute action d'incitation serait utile : primes, cadeaux, sanctions, prise en compte du vote blanc, dose de proportionnalité, ...&&Pour mieux associer les citoyens, il serait indispensable de constituer une assemblée de citoyens tirés au sort participant à la validation ou étant à l'origine de propositions de lois.;DC11;1
39 093;instances citoyennes de décision (jury, tirage au sort, etc.);Pour les élections, toute action d'incitation serait utile : primes, cadeaux, sanctions, prise en compte du vote blanc, dose de proportionnalité, ...&&Pour mieux associer les citoyens, il serait indispensable de constituer une assemblée de citoyens tirés au sort participant à la validation ou étant à l'origine de propositions de lois.;DC11;1
26 533;Etre plus à l'écoute;D'abord les écouter, discuter avec les personnes en difficultés et trés isolées dans les campagnes, les informer en priorités sur l'ensembles des aides déjà mises en places et qui peuvent les aider et les soutenir dans leurs recherches au quotidien. Développer des grands plans de développement et si l'état n'a pas d'idée, d'organiser des concours de projets citoyens pour les zones les plus touchées (exemple en Normandie avec l'économie minière). Faire des débats quotidien accessibles a la TV (france television) où une représentation des citoyens de toutes nos régions sont présent;OE11;1
26 533;En étant proche des gens / présence physique;D'abord les écouter, discuter avec les personnes en difficultés et trés isolées dans les campagnes, les informer en priorités sur l'ensembles des aides déjà mises en places et qui peuvent les aider et les soutenir dans leurs recherches au quotidien. Développer des grands plans de développement et si l'état n'a pas d'idée, d'organiser des concours de projets citoyens pour les zones les plus touchées (exemple en Normandie avec l'économie minière). Faire des débats quotidien accessibles a la TV (france television) où une représentation des citoyens de toutes nos régions sont présent;OE11;1
13 208;Transports plus verts ou réduits;Je paye plus cher pour certains services afin de moins impacter l’environnement. (moins de voiture, plus d'autolib);TE11;1
13 210;Incitations financières au lieu de taxes;Il faudrait pousser la création de beaucoup plus de murs végétale dans les villes. Par exemples, tout les nouveaux bâtiments en ville devrait intégrer des éléments écologique comme des des murs végétale, des puits de lumières, des panneaux solaires etc etc etc (soit par une exonération de taxe, soit par des taxes en plus si non respecté;TE13;1
13 210;Développer les énergies renouvelables;Il faudrait pousser la création de beaucoup plus de murs végétale dans les villes. Par exemples, tout les nouveaux bâtiments en ville devrait intégrer des éléments écologique comme des des murs végétale, des puits de lumières, des panneaux solaires etc etc etc (soit par une exonération de taxe, soit par des taxes en plus si non respecté;TE13;1
4 330;Autre / Passer;Ils sont formés pour résoudre  ces problèmes;OE11;1
13 209;Politique publique forte, long terme;si je savais qu'il y avait un vrai effort écologique de la part de l'étatet des entreprises, car actuellement mon impact est infimes par rapport à celui que peut avoir l'état;TE12;1
13 209;Qu'État et industries donnent l'exemple;si je savais qu'il y avait un vrai effort écologique de la part de l'étatet des entreprises, car actuellement mon impact est infimes par rapport à celui que peut avoir l'état;TE12;1
11 462;sexisme;Les discriminations sexistes. Il faudrait prendre le problème à la racine, mieux éduquer et sensibiliser les jeunes. Une société solidaire et tolérante ? Est ce que l’être humain en est vraiment capable ? 🤔;DC12;1
11 462;éduquer / former au vivre ensemble dès le plus jeune âge;Les discriminations sexistes. Il faudrait prendre le problème à la racine, mieux éduquer et sensibiliser les jeunes. Une société solidaire et tolérante ? Est ce que l’être humain en est vraiment capable ? 🤔;DC12;1
47 093;plus d’exemplarité des dirigeants politiques;Que celui qui a été élu applique ce pourquoi il a été élu. Créer la confiance;DC11;1
38 960;Mobilisation citoyenne;Tout le monde se plaint mais personne ne bouge réellement... moi la première et c'est dommage !;TE13;1
26 540;Aucun financement par l'Etat;Ne tolérer la religion que dans le cadre privé et familial pour ceux que ça attire encore. Ne plus rien financer avec l'argent public qui profite aux religions, en particulier à la grande secte chrétienne...;DC13;1
26 540;Aucun signe ostentatoire (croix, voile, kippa...);Ne tolérer la religion que dans le cadre privé et familial pour ceux que ça attire encore. Ne plus rien financer avec l'argent public qui profite aux religions, en particulier à la grande secte chrétienne...;DC13;1
47 097;Revoir niches;Diminuer les aides. &&Donner les chiffres des coûts réels de ce dont bénéficient les citoyens ( une journée d’hôpital, un passage aux urgences, une place en crèche, un mois d’école );FI8;1
47 100;apprentissage du français;Maîtriser la langue. &&Travailler;II3;1
47 100;aide à l’emploi / stage;Maîtriser la langue. &&Travailler;II3;1
47 102;Plus d'internet / numérique sur tout le territoire;Financer l’accès au numérique;OE11;1
4 384;Lutte évasion, fraude, optimisation;Lutter contre l évasion fiscale des entreprises ET des particuliers. Simplifier pour réduire les optimisations;FI8;1
